"intid","year","studyid","interaction","taxatype","whatmeasured","measurement","variable","value"
187,1980,"HMK031","herbivory","genus","phenovalue",138.4719,"spp2","Mesocyclops leukarti"
187,1981,"HMK031","herbivory","genus","phenovalue",138.4719,"spp2","Mesocyclops leukarti"
187,1982,"HMK031","herbivory","genus","phenovalue",118.2972,"spp2","Mesocyclops leukarti"
187,1983,"HMK031","herbivory","genus","phenovalue",117.3802,"spp2","Mesocyclops leukarti"
187,1985,"HMK031","herbivory","genus","phenovalue",111.8775,"spp2","Mesocyclops leukarti"
187,1986,"HMK031","herbivory","genus","phenovalue",117.3802,"spp2","Mesocyclops leukarti"
187,1987,"HMK031","herbivory","genus","phenovalue",145.8079,"spp2","Mesocyclops leukarti"
187,1988,"HMK031","herbivory","genus","phenovalue",90.7858,"spp2","Mesocyclops leukarti"
187,1989,"HMK031","herbivory","genus","phenovalue",76.1138,"spp2","Mesocyclops leukarti"
187,1991,"HMK031","herbivory","genus","phenovalue",104.5415,"spp2","Mesocyclops leukarti"
187,1992,"HMK031","herbivory","genus","phenovalue",103.6245,"spp2","Mesocyclops leukarti"
187,1993,"HMK031","herbivory","genus","phenovalue",111.8775,"spp2","Mesocyclops leukarti"
187,1994,"HMK031","herbivory","genus","phenovalue",110.9605,"spp2","Mesocyclops leukarti"
187,1995,"HMK031","herbivory","genus","phenovalue",61.44103,"spp2","Mesocyclops leukarti"
187,1997,"HMK031","herbivory","genus","phenovalue",119.2142,"spp2","Mesocyclops leukarti"
187,1998,"HMK031","herbivory","genus","phenovalue",111.8775,"spp2","Mesocyclops leukarti"
187,1999,"HMK031","herbivory","genus","phenovalue",90.7858,"spp2","Mesocyclops leukarti"
187,2000,"HMK031","herbivory","genus","phenovalue",110.0435,"spp2","Mesocyclops leukarti"
187,2001,"HMK031","herbivory","genus","phenovalue",110.9605,"spp2","Mesocyclops leukarti"
187,2002,"HMK031","herbivory","genus","phenovalue",96.2885,"spp2","Mesocyclops leukarti"
187,2003,"HMK031","herbivory","genus","phenovalue",131.1352,"spp2","Mesocyclops leukarti"
188,1985,"HMK031","herbivory","genus","phenovalue",111.8775,"spp2","Thermocyclops oithonoides"
188,1986,"HMK031","herbivory","genus","phenovalue",117.3802,"spp2","Thermocyclops oithonoides"
188,1987,"HMK031","herbivory","genus","phenovalue",145.8079,"spp2","Thermocyclops oithonoides"
188,1989,"HMK031","herbivory","genus","phenovalue",76.1138,"spp2","Thermocyclops oithonoides"
188,1990,"HMK031","herbivory","genus","phenovalue",61.44103,"spp2","Thermocyclops oithonoides"
188,1991,"HMK031","herbivory","genus","phenovalue",104.5415,"spp2","Thermocyclops oithonoides"
188,1993,"HMK031","herbivory","genus","phenovalue",111.8775,"spp2","Thermocyclops oithonoides"
188,1994,"HMK031","herbivory","genus","phenovalue",110.9605,"spp2","Thermocyclops oithonoides"
188,1995,"HMK031","herbivory","genus","phenovalue",61.44103,"spp2","Thermocyclops oithonoides"
188,1996,"HMK031","herbivory","genus","phenovalue",124.7162,"spp2","Thermocyclops oithonoides"
188,1997,"HMK031","herbivory","genus","phenovalue",119.2142,"spp2","Thermocyclops oithonoides"
188,1998,"HMK031","herbivory","genus","phenovalue",111.8775,"spp2","Thermocyclops oithonoides"
188,2000,"HMK031","herbivory","genus","phenovalue",110.0435,"spp2","Thermocyclops oithonoides"
188,2001,"HMK031","herbivory","genus","phenovalue",110.9605,"spp2","Thermocyclops oithonoides"
188,2002,"HMK031","herbivory","genus","phenovalue",96.2885,"spp2","Thermocyclops oithonoides"
188,2003,"HMK031","herbivory","genus","phenovalue",131.1352,"spp2","Thermocyclops oithonoides"
189,1956,"HMK032","herbivory","genus","phenovalue",139.8299,"spp2","Daphnia hyalina-galeata"
189,1958,"HMK032","herbivory","genus","phenovalue",139.8397,"spp2","Daphnia hyalina-galeata"
189,1959,"HMK032","herbivory","genus","phenovalue",140.0924,"spp2","Daphnia hyalina-galeata"
189,1961,"HMK032","herbivory","genus","phenovalue",147.0287,"spp2","Daphnia hyalina-galeata"
189,1962,"HMK032","herbivory","genus","phenovalue",133.1806,"spp2","Daphnia hyalina-galeata"
189,1964,"HMK032","herbivory","genus","phenovalue",153.9692,"spp2","Daphnia hyalina-galeata"
189,1965,"HMK032","herbivory","genus","phenovalue",140.1225,"spp2","Daphnia hyalina-galeata"
189,1966,"HMK032","herbivory","genus","phenovalue",147.0525,"spp2","Daphnia hyalina-galeata"
189,1967,"HMK032","herbivory","genus","phenovalue",126.0336,"spp2","Daphnia hyalina-galeata"
189,1969,"HMK032","herbivory","genus","phenovalue",147.0672,"spp2","Daphnia hyalina-galeata"
189,1970,"HMK032","herbivory","genus","phenovalue",140.1477,"spp2","Daphnia hyalina-galeata"
189,1971,"HMK032","herbivory","genus","phenovalue",146.8285,"spp2","Daphnia hyalina-galeata"
189,1973,"HMK032","herbivory","genus","phenovalue",147.336,"spp2","Daphnia hyalina-galeata"
189,1974,"HMK032","herbivory","genus","phenovalue",154.0175,"spp2","Daphnia hyalina-galeata"
189,1975,"HMK032","herbivory","genus","phenovalue",132.9986,"spp2","Daphnia hyalina-galeata"
189,1977,"HMK032","herbivory","genus","phenovalue",147.3549,"spp2","Daphnia hyalina-galeata"
189,1978,"HMK032","herbivory","genus","phenovalue",111.9867,"spp2","Daphnia hyalina-galeata"
189,1980,"HMK032","herbivory","genus","phenovalue",125.8495,"spp2","Daphnia hyalina-galeata"
189,1982,"HMK032","herbivory","genus","phenovalue",111.7606,"spp2","Daphnia hyalina-galeata"
189,1984,"HMK032","herbivory","genus","phenovalue",133.0427,"spp2","Daphnia hyalina-galeata"
189,1985,"HMK032","herbivory","genus","phenovalue",139.9734,"spp2","Daphnia hyalina-galeata"
189,1986,"HMK032","herbivory","genus","phenovalue",154.3248,"spp2","Daphnia hyalina-galeata"
189,1987,"HMK032","herbivory","genus","phenovalue",140.231,"spp2","Daphnia hyalina-galeata"
189,1988,"HMK032","herbivory","genus","phenovalue",118.9643,"spp2","Daphnia hyalina-galeata"
189,1989,"HMK032","herbivory","genus","phenovalue",133.315,"spp2","Daphnia hyalina-galeata"
189,1990,"HMK032","herbivory","genus","phenovalue",126.147,"spp2","Daphnia hyalina-galeata"
190,1992,"HMK033","pollination","genus","phenovalue",148.901,"spp2","Syrphid spp."
190,1993,"HMK033","pollination","genus","phenovalue",170.207,"spp2","Syrphid spp."
190,1994,"HMK033","pollination","genus","phenovalue",155.959,"spp2","Syrphid spp."
190,1995,"HMK033","pollination","genus","phenovalue",204.697,"spp2","Syrphid spp."
190,1996,"HMK033","pollination","genus","phenovalue",158.957,"spp2","Syrphid spp."
190,1997,"HMK033","pollination","genus","phenovalue",176.201,"spp2","Syrphid spp."
190,1998,"HMK033","pollination","genus","phenovalue",163.985,"spp2","Syrphid spp."
190,1999,"HMK033","pollination","genus","phenovalue",165.993,"spp2","Syrphid spp."
190,2000,"HMK033","pollination","genus","phenovalue",148.189,"spp2","Syrphid spp."
190,2001,"HMK033","pollination","genus","phenovalue",150.703,"spp2","Syrphid spp."
190,2003,"HMK033","pollination","genus","phenovalue",167.922,"spp2","Syrphid spp."
190,2004,"HMK033","pollination","genus","phenovalue",172.975,"spp2","Syrphid spp."
190,2005,"HMK033","pollination","genus","phenovalue",174.475,"spp2","Syrphid spp."
190,2006,"HMK033","pollination","genus","phenovalue",149.56,"spp2","Syrphid spp."
190,2007,"HMK033","pollination","genus","phenovalue",137.343,"spp2","Syrphid spp."
190,2008,"HMK033","pollination","genus","phenovalue",175.922,"spp2","Syrphid spp."
190,2009,"HMK033","pollination","genus","phenovalue",154.056,"spp2","Syrphid spp."
190,2010,"HMK033","pollination","genus","phenovalue",158.6,"spp2","Syrphid spp."
190,2011,"HMK033","pollination","genus","phenovalue",187.527,"spp2","Syrphid spp."
191,1974,"HMK034","herbivory","genus","phenovalue",117.931,"spp2","Cyclops vicinus"
191,1975,"HMK034","herbivory","genus","phenovalue",100.345,"spp2","Cyclops vicinus"
191,1977,"HMK034","herbivory","genus","phenovalue",106.5515,"spp2","Cyclops vicinus"
191,1978,"HMK034","herbivory","genus","phenovalue",114.828,"spp2","Cyclops vicinus"
191,1980,"HMK034","herbivory","genus","phenovalue",108.621,"spp2","Cyclops vicinus"
191,1981,"HMK034","herbivory","genus","phenovalue",95.1724,"spp2","Cyclops vicinus"
191,1983,"HMK034","herbivory","genus","phenovalue",102.414,"spp2","Cyclops vicinus"
191,1984,"HMK034","herbivory","genus","phenovalue",121.034,"spp2","Cyclops vicinus"
191,1986,"HMK034","herbivory","genus","phenovalue",116.897,"spp2","Cyclops vicinus"
191,1988,"HMK034","herbivory","genus","phenovalue",93.1034,"spp2","Cyclops vicinus"
191,1991,"HMK034","herbivory","genus","phenovalue",92.069,"spp2","Cyclops vicinus"
191,1992,"HMK034","herbivory","genus","phenovalue",101.379,"spp2","Cyclops vicinus"
191,1993,"HMK034","herbivory","genus","phenovalue",88.9655,"spp2","Cyclops vicinus"
191,1994,"HMK034","herbivory","genus","phenovalue",87.931,"spp2","Cyclops vicinus"
192,1951,"HMK035","predation","spp","phenovalue",225.074,"spp2","Mnemiopsis2 leidyi"
192,1973,"HMK035","predation","spp","phenovalue",210.966,"spp2","Mnemiopsis2 leidyi"
192,1976,"HMK035","predation","spp","phenovalue",192.231,"spp2","Mnemiopsis2 leidyi"
192,2000,"HMK035","predation","spp","phenovalue",185.721,"spp2","Mnemiopsis2 leidyi"
192,2001,"HMK035","predation","spp","phenovalue",184.835,"spp2","Mnemiopsis2 leidyi"
192,2002,"HMK035","predation","spp","phenovalue",169.546,"spp2","Mnemiopsis2 leidyi"
192,2003,"HMK035","predation","spp","phenovalue",196.668,"spp2","Mnemiopsis2 leidyi"
192,2004,"HMK035","predation","spp","phenovalue",183.075,"spp2","Mnemiopsis2 leidyi"
193,1975,"HMK036","herbivory","genus","phenovalue",43.9024,"spp2","Copepod1 spp."
193,1976,"HMK036","herbivory","genus","phenovalue",66.3415,"spp2","Copepod1 spp."
193,1977,"HMK036","herbivory","genus","phenovalue",60.9756,"spp2","Copepod1 spp."
193,1978,"HMK036","herbivory","genus","phenovalue",53.1707,"spp2","Copepod1 spp."
193,1979,"HMK036","herbivory","genus","phenovalue",68.2927,"spp2","Copepod1 spp."
193,1980,"HMK036","herbivory","genus","phenovalue",81.9512,"spp2","Copepod1 spp."
193,1981,"HMK036","herbivory","genus","phenovalue",47.8049,"spp2","Copepod1 spp."
193,1982,"HMK036","herbivory","genus","phenovalue",81.9512,"spp2","Copepod1 spp."
193,1983,"HMK036","herbivory","genus","phenovalue",75.6098,"spp2","Copepod1 spp."
193,1984,"HMK036","herbivory","genus","phenovalue",44.878,"spp2","Copepod1 spp."
193,1985,"HMK036","herbivory","genus","phenovalue",77.561,"spp2","Copepod1 spp."
193,1986,"HMK036","herbivory","genus","phenovalue",55.6098,"spp2","Copepod1 spp."
193,1987,"HMK036","herbivory","genus","phenovalue",67.3171,"spp2","Copepod1 spp."
193,1988,"HMK036","herbivory","genus","phenovalue",68.2927,"spp2","Copepod1 spp."
193,1989,"HMK036","herbivory","genus","phenovalue",55.122,"spp2","Copepod1 spp."
193,1990,"HMK036","herbivory","genus","phenovalue",62.9268,"spp2","Copepod1 spp."
193,1991,"HMK036","herbivory","genus","phenovalue",69.7561,"spp2","Copepod1 spp."
193,1992,"HMK036","herbivory","genus","phenovalue",58.0488,"spp2","Copepod1 spp."
193,1993,"HMK036","herbivory","genus","phenovalue",71.7073,"spp2","Copepod1 spp."
193,1994,"HMK036","herbivory","genus","phenovalue",55.6098,"spp2","Copepod1 spp."
193,1995,"HMK036","herbivory","genus","phenovalue",51.2195,"spp2","Copepod1 spp."
193,1996,"HMK036","herbivory","genus","phenovalue",84.3902,"spp2","Copepod1 spp."
193,1997,"HMK036","herbivory","genus","phenovalue",65.8537,"spp2","Copepod1 spp."
193,1998,"HMK036","herbivory","genus","phenovalue",50.2439,"spp2","Copepod1 spp."
193,1999,"HMK036","herbivory","genus","phenovalue",69.2683,"spp2","Copepod1 spp."
193,2000,"HMK036","herbivory","genus","phenovalue",58.5366,"spp2","Copepod1 spp."
193,2001,"HMK036","herbivory","genus","phenovalue",74.6341,"spp2","Copepod1 spp."
193,2002,"HMK036","herbivory","genus","phenovalue",48.2927,"spp2","Copepod1 spp."
193,2003,"HMK036","herbivory","genus","phenovalue",61.4634,"spp2","Copepod1 spp."
193,2004,"HMK036","herbivory","genus","phenovalue",61.4634,"spp2","Copepod1 spp."
194,1976,"HMK037","herbivory","genus","phenovalue",93.6458,"spp2","Daphnia2 spp."
194,1977,"HMK037","herbivory","genus","phenovalue",112.438,"spp2","Daphnia2 spp."
194,1978,"HMK037","herbivory","genus","phenovalue",87.4375,"spp2","Daphnia2 spp."
194,1979,"HMK037","herbivory","genus","phenovalue",120.25,"spp2","Daphnia2 spp."
194,1980,"HMK037","herbivory","genus","phenovalue",77.5,"spp2","Daphnia2 spp."
194,1981,"HMK037","herbivory","genus","phenovalue",140.042,"spp2","Daphnia2 spp."
194,1982,"HMK037","herbivory","genus","phenovalue",134.313,"spp2","Daphnia2 spp."
194,1983,"HMK037","herbivory","genus","phenovalue",115.563,"spp2","Daphnia2 spp."
194,1984,"HMK037","herbivory","genus","phenovalue",109.271,"spp2","Daphnia2 spp."
194,1985,"HMK037","herbivory","genus","phenovalue",121.292,"spp2","Daphnia2 spp."
194,1986,"HMK037","herbivory","genus","phenovalue",96.8125,"spp2","Daphnia2 spp."
194,1987,"HMK037","herbivory","genus","phenovalue",109.833,"spp2","Daphnia2 spp."
194,1988,"HMK037","herbivory","genus","phenovalue",124.896,"spp2","Daphnia2 spp."
194,1989,"HMK037","herbivory","genus","phenovalue",107.75,"spp2","Daphnia2 spp."
194,1990,"HMK037","herbivory","genus","phenovalue",98.8958,"spp2","Daphnia2 spp."
194,1991,"HMK037","herbivory","genus","phenovalue",111.917,"spp2","Daphnia2 spp."
194,1992,"HMK037","herbivory","genus","phenovalue",69.1667,"spp2","Daphnia2 spp."
194,1993,"HMK037","herbivory","genus","phenovalue",93.1667,"spp2","Daphnia2 spp."
194,1994,"HMK037","herbivory","genus","phenovalue",110.354,"spp2","Daphnia2 spp."
194,1995,"HMK037","herbivory","genus","phenovalue",107.229,"spp2","Daphnia2 spp."
194,1996,"HMK037","herbivory","genus","phenovalue",107.188,"spp2","Daphnia2 spp."
194,1997,"HMK037","herbivory","genus","phenovalue",120.771,"spp2","Daphnia2 spp."
194,1998,"HMK037","herbivory","genus","phenovalue",84.3125,"spp2","Daphnia2 spp."
194,1999,"HMK037","herbivory","genus","phenovalue",109.833,"spp2","Daphnia2 spp."
194,2000,"HMK037","herbivory","genus","phenovalue",94.1667,"spp2","Daphnia2 spp."
194,2001,"HMK037","herbivory","genus","phenovalue",100.458,"spp2","Daphnia2 spp."
194,2002,"HMK037","herbivory","genus","phenovalue",100.458,"spp2","Daphnia2 spp."
195,1963,"HMK037","herbivory","genus","phenovalue",133.271,"spp2","Keratella2 cochlearis"
195,1964,"HMK037","herbivory","genus","phenovalue",125.938,"spp2","Keratella2 cochlearis"
195,1965,"HMK037","herbivory","genus","phenovalue",124.938,"spp2","Keratella2 cochlearis"
195,1966,"HMK037","herbivory","genus","phenovalue",129.625,"spp2","Keratella2 cochlearis"
195,1967,"HMK037","herbivory","genus","phenovalue",129.104,"spp2","Keratella2 cochlearis"
195,1968,"HMK037","herbivory","genus","phenovalue",136.354,"spp2","Keratella2 cochlearis"
195,1969,"HMK037","herbivory","genus","phenovalue",125.979,"spp2","Keratella2 cochlearis"
195,1970,"HMK037","herbivory","genus","phenovalue",132.75,"spp2","Keratella2 cochlearis"
195,1971,"HMK037","herbivory","genus","phenovalue",131.188,"spp2","Keratella2 cochlearis"
195,1972,"HMK037","herbivory","genus","phenovalue",125.417,"spp2","Keratella2 cochlearis"
195,1973,"HMK037","herbivory","genus","phenovalue",105.667,"spp2","Keratella2 cochlearis"
195,1974,"HMK037","herbivory","genus","phenovalue",132.229,"spp2","Keratella2 cochlearis"
195,1975,"HMK037","herbivory","genus","phenovalue",118.167,"spp2","Keratella2 cochlearis"
195,1976,"HMK037","herbivory","genus","phenovalue",93.6458,"spp2","Keratella2 cochlearis"
195,1977,"HMK037","herbivory","genus","phenovalue",112.438,"spp2","Keratella2 cochlearis"
195,1978,"HMK037","herbivory","genus","phenovalue",87.4375,"spp2","Keratella2 cochlearis"
195,1979,"HMK037","herbivory","genus","phenovalue",120.25,"spp2","Keratella2 cochlearis"
195,1981,"HMK037","herbivory","genus","phenovalue",140.042,"spp2","Keratella2 cochlearis"
195,1982,"HMK037","herbivory","genus","phenovalue",134.313,"spp2","Keratella2 cochlearis"
195,1983,"HMK037","herbivory","genus","phenovalue",115.563,"spp2","Keratella2 cochlearis"
195,1984,"HMK037","herbivory","genus","phenovalue",109.271,"spp2","Keratella2 cochlearis"
195,1985,"HMK037","herbivory","genus","phenovalue",121.292,"spp2","Keratella2 cochlearis"
195,1986,"HMK037","herbivory","genus","phenovalue",96.8125,"spp2","Keratella2 cochlearis"
195,1987,"HMK037","herbivory","genus","phenovalue",109.833,"spp2","Keratella2 cochlearis"
195,1988,"HMK037","herbivory","genus","phenovalue",124.896,"spp2","Keratella2 cochlearis"
195,1989,"HMK037","herbivory","genus","phenovalue",107.75,"spp2","Keratella2 cochlearis"
195,1990,"HMK037","herbivory","genus","phenovalue",98.8958,"spp2","Keratella2 cochlearis"
195,1991,"HMK037","herbivory","genus","phenovalue",111.917,"spp2","Keratella2 cochlearis"
195,1992,"HMK037","herbivory","genus","phenovalue",69.1667,"spp2","Keratella2 cochlearis"
195,1993,"HMK037","herbivory","genus","phenovalue",93.1667,"spp2","Keratella2 cochlearis"
195,1994,"HMK037","herbivory","genus","phenovalue",110.354,"spp2","Keratella2 cochlearis"
195,1995,"HMK037","herbivory","genus","phenovalue",107.229,"spp2","Keratella2 cochlearis"
196,1964,"HMK037","herbivory","genus","phenovalue",125.938,"spp2","Leptodiaptomus ashlandi"
196,1965,"HMK037","herbivory","genus","phenovalue",124.938,"spp2","Leptodiaptomus ashlandi"
196,1966,"HMK037","herbivory","genus","phenovalue",129.625,"spp2","Leptodiaptomus ashlandi"
196,1967,"HMK037","herbivory","genus","phenovalue",129.104,"spp2","Leptodiaptomus ashlandi"
196,1968,"HMK037","herbivory","genus","phenovalue",136.354,"spp2","Leptodiaptomus ashlandi"
196,1969,"HMK037","herbivory","genus","phenovalue",125.979,"spp2","Leptodiaptomus ashlandi"
196,1970,"HMK037","herbivory","genus","phenovalue",132.75,"spp2","Leptodiaptomus ashlandi"
196,1971,"HMK037","herbivory","genus","phenovalue",131.188,"spp2","Leptodiaptomus ashlandi"
196,1972,"HMK037","herbivory","genus","phenovalue",125.417,"spp2","Leptodiaptomus ashlandi"
196,1973,"HMK037","herbivory","genus","phenovalue",105.667,"spp2","Leptodiaptomus ashlandi"
196,1974,"HMK037","herbivory","genus","phenovalue",132.229,"spp2","Leptodiaptomus ashlandi"
196,1975,"HMK037","herbivory","genus","phenovalue",118.167,"spp2","Leptodiaptomus ashlandi"
196,1976,"HMK037","herbivory","genus","phenovalue",93.6458,"spp2","Leptodiaptomus ashlandi"
196,1977,"HMK037","herbivory","genus","phenovalue",112.438,"spp2","Leptodiaptomus ashlandi"
196,1978,"HMK037","herbivory","genus","phenovalue",87.4375,"spp2","Leptodiaptomus ashlandi"
196,1979,"HMK037","herbivory","genus","phenovalue",120.25,"spp2","Leptodiaptomus ashlandi"
196,1980,"HMK037","herbivory","genus","phenovalue",77.5,"spp2","Leptodiaptomus ashlandi"
196,1981,"HMK037","herbivory","genus","phenovalue",140.042,"spp2","Leptodiaptomus ashlandi"
196,1982,"HMK037","herbivory","genus","phenovalue",134.313,"spp2","Leptodiaptomus ashlandi"
196,1983,"HMK037","herbivory","genus","phenovalue",115.563,"spp2","Leptodiaptomus ashlandi"
196,1984,"HMK037","herbivory","genus","phenovalue",109.271,"spp2","Leptodiaptomus ashlandi"
196,1985,"HMK037","herbivory","genus","phenovalue",121.292,"spp2","Leptodiaptomus ashlandi"
196,1986,"HMK037","herbivory","genus","phenovalue",96.8125,"spp2","Leptodiaptomus ashlandi"
196,1987,"HMK037","herbivory","genus","phenovalue",109.833,"spp2","Leptodiaptomus ashlandi"
196,1988,"HMK037","herbivory","genus","phenovalue",124.896,"spp2","Leptodiaptomus ashlandi"
196,1989,"HMK037","herbivory","genus","phenovalue",107.75,"spp2","Leptodiaptomus ashlandi"
196,1990,"HMK037","herbivory","genus","phenovalue",98.8958,"spp2","Leptodiaptomus ashlandi"
196,1991,"HMK037","herbivory","genus","phenovalue",111.917,"spp2","Leptodiaptomus ashlandi"
196,1992,"HMK037","herbivory","genus","phenovalue",69.1667,"spp2","Leptodiaptomus ashlandi"
196,1993,"HMK037","herbivory","genus","phenovalue",93.1667,"spp2","Leptodiaptomus ashlandi"
196,1994,"HMK037","herbivory","genus","phenovalue",110.354,"spp2","Leptodiaptomus ashlandi"
196,1996,"HMK037","herbivory","genus","phenovalue",107.188,"spp2","Leptodiaptomus ashlandi"
196,1997,"HMK037","herbivory","genus","phenovalue",120.771,"spp2","Leptodiaptomus ashlandi"
196,1998,"HMK037","herbivory","genus","phenovalue",84.3125,"spp2","Leptodiaptomus ashlandi"
196,1999,"HMK037","herbivory","genus","phenovalue",109.833,"spp2","Leptodiaptomus ashlandi"
196,2000,"HMK037","herbivory","genus","phenovalue",94.1667,"spp2","Leptodiaptomus ashlandi"
196,2002,"HMK037","herbivory","genus","phenovalue",100.458,"spp2","Leptodiaptomus ashlandi"
197,1980,"HMK038","predation","spp","phenovalue",138.636,"spp2","Glis glis"
197,1981,"HMK038","predation","spp","phenovalue",134.773,"spp2","Glis glis"
197,1982,"HMK038","predation","spp","phenovalue",138.182,"spp2","Glis glis"
197,1983,"HMK038","predation","spp","phenovalue",127.955,"spp2","Glis glis"
197,1984,"HMK038","predation","spp","phenovalue",136.364,"spp2","Glis glis"
197,1985,"HMK038","predation","spp","phenovalue",132.955,"spp2","Glis glis"
197,1986,"HMK038","predation","spp","phenovalue",131.364,"spp2","Glis glis"
197,1987,"HMK038","predation","spp","phenovalue",134.091,"spp2","Glis glis"
197,1988,"HMK038","predation","spp","phenovalue",130.909,"spp2","Glis glis"
197,1989,"HMK038","predation","spp","phenovalue",130.227,"spp2","Glis glis"
197,1990,"HMK038","predation","spp","phenovalue",132.955,"spp2","Glis glis"
197,1991,"HMK038","predation","spp","phenovalue",134.773,"spp2","Glis glis"
197,1992,"HMK038","predation","spp","phenovalue",130.682,"spp2","Glis glis"
197,1993,"HMK038","predation","spp","phenovalue",126.364,"spp2","Glis glis"
197,1994,"HMK038","predation","spp","phenovalue",125.227,"spp2","Glis glis"
197,1995,"HMK038","predation","spp","phenovalue",130.227,"spp2","Glis glis"
197,1996,"HMK038","predation","spp","phenovalue",129.545,"spp2","Glis glis"
197,1997,"HMK038","predation","spp","phenovalue",130.682,"spp2","Glis glis"
197,1998,"HMK038","predation","spp","phenovalue",129.091,"spp2","Glis glis"
197,1999,"HMK038","predation","spp","phenovalue",129.545,"spp2","Glis glis"
197,2000,"HMK038","predation","spp","phenovalue",126.364,"spp2","Glis glis"
197,2001,"HMK038","predation","spp","phenovalue",126.818,"spp2","Glis glis"
197,2002,"HMK038","predation","spp","phenovalue",127.045,"spp2","Glis glis"
197,2003,"HMK038","predation","spp","phenovalue",126.818,"spp2","Glis glis"
197,2004,"HMK038","predation","spp","phenovalue",128.409,"spp2","Glis glis"
197,2005,"HMK038","predation","spp","phenovalue",130.682,"spp2","Glis glis"
198,1980,"HMK038","predation","spp","phenovalue",119.318,"spp2","Glis glis"
198,1981,"HMK038","predation","spp","phenovalue",110,"spp2","Glis glis"
198,1982,"HMK038","predation","spp","phenovalue",122.273,"spp2","Glis glis"
198,1983,"HMK038","predation","spp","phenovalue",117.045,"spp2","Glis glis"
198,1984,"HMK038","predation","spp","phenovalue",117.273,"spp2","Glis glis"
198,1985,"HMK038","predation","spp","phenovalue",112.273,"spp2","Glis glis"
198,1986,"HMK038","predation","spp","phenovalue",116.818,"spp2","Glis glis"
198,1987,"HMK038","predation","spp","phenovalue",117.273,"spp2","Glis glis"
198,1988,"HMK038","predation","spp","phenovalue",115,"spp2","Glis glis"
198,1989,"HMK038","predation","spp","phenovalue",109.773,"spp2","Glis glis"
198,1990,"HMK038","predation","spp","phenovalue",106.136,"spp2","Glis glis"
198,1991,"HMK038","predation","spp","phenovalue",110,"spp2","Glis glis"
198,1992,"HMK038","predation","spp","phenovalue",111.818,"spp2","Glis glis"
198,1993,"HMK038","predation","spp","phenovalue",116.591,"spp2","Glis glis"
198,1994,"HMK038","predation","spp","phenovalue",110.455,"spp2","Glis glis"
198,1995,"HMK038","predation","spp","phenovalue",119.091,"spp2","Glis glis"
198,1996,"HMK038","predation","spp","phenovalue",119.091,"spp2","Glis glis"
198,1997,"HMK038","predation","spp","phenovalue",118.182,"spp2","Glis glis"
198,1998,"HMK038","predation","spp","phenovalue",113.864,"spp2","Glis glis"
198,1999,"HMK038","predation","spp","phenovalue",107.273,"spp2","Glis glis"
198,2000,"HMK038","predation","spp","phenovalue",110.455,"spp2","Glis glis"
198,2001,"HMK038","predation","spp","phenovalue",115.227,"spp2","Glis glis"
198,2002,"HMK038","predation","spp","phenovalue",111.364,"spp2","Glis glis"
198,2003,"HMK038","predation","spp","phenovalue",116.364,"spp2","Glis glis"
198,2004,"HMK038","predation","spp","phenovalue",111.364,"spp2","Glis glis"
198,2005,"HMK038","predation","spp","phenovalue",109.773,"spp2","Glis glis"
199,1980,"HMK038","predation","spp","phenovalue",122.045,"spp2","Glis glis"
199,1981,"HMK038","predation","spp","phenovalue",110.455,"spp2","Glis glis"
199,1982,"HMK038","predation","spp","phenovalue",123.636,"spp2","Glis glis"
199,1983,"HMK038","predation","spp","phenovalue",113.636,"spp2","Glis glis"
199,1984,"HMK038","predation","spp","phenovalue",122.727,"spp2","Glis glis"
199,1985,"HMK038","predation","spp","phenovalue",117.5,"spp2","Glis glis"
199,1986,"HMK038","predation","spp","phenovalue",117.273,"spp2","Glis glis"
199,1987,"HMK038","predation","spp","phenovalue",115.909,"spp2","Glis glis"
199,1988,"HMK038","predation","spp","phenovalue",119.318,"spp2","Glis glis"
199,1989,"HMK038","predation","spp","phenovalue",112.273,"spp2","Glis glis"
199,1990,"HMK038","predation","spp","phenovalue",107.5,"spp2","Glis glis"
199,1991,"HMK038","predation","spp","phenovalue",118.182,"spp2","Glis glis"
199,1992,"HMK038","predation","spp","phenovalue",113.182,"spp2","Glis glis"
199,1993,"HMK038","predation","spp","phenovalue",118.182,"spp2","Glis glis"
199,1994,"HMK038","predation","spp","phenovalue",112.727,"spp2","Glis glis"
199,1995,"HMK038","predation","spp","phenovalue",119.091,"spp2","Glis glis"
199,1996,"HMK038","predation","spp","phenovalue",116.818,"spp2","Glis glis"
199,1997,"HMK038","predation","spp","phenovalue",122.045,"spp2","Glis glis"
199,1998,"HMK038","predation","spp","phenovalue",116.136,"spp2","Glis glis"
199,1999,"HMK038","predation","spp","phenovalue",107.955,"spp2","Glis glis"
199,2000,"HMK038","predation","spp","phenovalue",111.591,"spp2","Glis glis"
199,2001,"HMK038","predation","spp","phenovalue",117.955,"spp2","Glis glis"
199,2002,"HMK038","predation","spp","phenovalue",114.545,"spp2","Glis glis"
199,2003,"HMK038","predation","spp","phenovalue",117.955,"spp2","Glis glis"
199,2004,"HMK038","predation","spp","phenovalue",111.136,"spp2","Glis glis"
199,2005,"HMK038","predation","spp","phenovalue",110.227,"spp2","Glis glis"
200,1980,"HMK038","predation","spp","phenovalue",108.409,"spp2","Glis glis"
200,1981,"HMK038","predation","spp","phenovalue",102.5,"spp2","Glis glis"
