,studyid,intid,int_type,spp,year,species,phenovalue,phenofreq,short_site,terrestrial
1839,HMK037,196,herbivory,spp1,1967,Diatom4 spp.,129.104,weekly,washington,aquatic
1840,HMK037,196,herbivory,spp1,1968,Diatom4 spp.,136.354,weekly,washington,aquatic
1841,HMK037,196,herbivory,spp1,1969,Diatom4 spp.,125.979,weekly,washington,aquatic
1842,HMK037,196,herbivory,spp1,1970,Diatom4 spp.,132.75,weekly,washington,aquatic
1843,HMK037,196,herbivory,spp1,1971,Diatom4 spp.,131.188,weekly,washington,aquatic
1844,HMK037,196,herbivory,spp1,1972,Diatom4 spp.,125.417,weekly,washington,aquatic
1845,HMK037,196,herbivory,spp1,1973,Diatom4 spp.,105.667,weekly,washington,aquatic
1846,HMK037,196,herbivory,spp1,1974,Diatom4 spp.,132.229,weekly,washington,aquatic
1847,HMK037,196,herbivory,spp1,1975,Diatom4 spp.,118.167,weekly,washington,aquatic
1848,HMK037,196,herbivory,spp1,1976,Diatom4 spp.,93.6458,weekly,washington,aquatic
1849,HMK037,196,herbivory,spp1,1977,Diatom4 spp.,112.438,weekly,washington,aquatic
1850,HMK037,196,herbivory,spp1,1978,Diatom4 spp.,87.4375,weekly,washington,aquatic
1851,HMK037,196,herbivory,spp1,1979,Diatom4 spp.,120.25,weekly,washington,aquatic
1852,HMK037,196,herbivory,spp1,1980,Diatom4 spp.,77.5,weekly,washington,aquatic
1853,HMK037,196,herbivory,spp1,1981,Diatom4 spp.,140.042,weekly,washington,aquatic
1854,HMK037,196,herbivory,spp1,1982,Diatom4 spp.,134.313,weekly,washington,aquatic
1855,HMK037,196,herbivory,spp1,1983,Diatom4 spp.,115.563,weekly,washington,aquatic
1856,HMK037,196,herbivory,spp1,1984,Diatom4 spp.,109.271,weekly,washington,aquatic
1857,HMK037,196,herbivory,spp1,1985,Diatom4 spp.,121.292,weekly,washington,aquatic
1858,HMK037,196,herbivory,spp1,1986,Diatom4 spp.,96.8125,weekly,washington,aquatic
1859,HMK037,196,herbivory,spp1,1987,Diatom4 spp.,109.833,weekly,washington,aquatic
1860,HMK037,196,herbivory,spp1,1988,Diatom4 spp.,124.896,weekly,washington,aquatic
1861,HMK037,196,herbivory,spp1,1989,Diatom4 spp.,107.75,weekly,washington,aquatic
1862,HMK037,196,herbivory,spp1,1990,Diatom4 spp.,98.8958,weekly,washington,aquatic
1863,HMK037,196,herbivory,spp1,1991,Diatom4 spp.,111.917,weekly,washington,aquatic
1864,HMK037,196,herbivory,spp1,1992,Diatom4 spp.,69.1667,weekly,washington,aquatic
1865,HMK037,196,herbivory,spp1,1993,Diatom4 spp.,93.1667,weekly,washington,aquatic
1866,HMK037,196,herbivory,spp1,1994,Diatom4 spp.,110.354,weekly,washington,aquatic
1867,HMK037,196,herbivory,spp1,1996,Diatom4 spp.,107.188,weekly,washington,aquatic
1868,HMK037,196,herbivory,spp1,1997,Diatom4 spp.,120.771,weekly,washington,aquatic
1869,HMK037,196,herbivory,spp1,1998,Diatom4 spp.,84.3125,weekly,washington,aquatic
1870,HMK037,196,herbivory,spp1,1999,Diatom4 spp.,109.833,weekly,washington,aquatic
1871,HMK037,196,herbivory,spp1,2000,Diatom4 spp.,94.1667,weekly,washington,aquatic
1872,HMK037,196,herbivory,spp1,2002,Diatom4 spp.,100.458,weekly,washington,aquatic
1873,HMK037,194,herbivory,spp2,1976,Daphnia2 spp.,173.066,weekly,washington,aquatic
1874,HMK037,194,herbivory,spp2,1977,Daphnia2 spp.,164.008,weekly,washington,aquatic
1875,HMK037,194,herbivory,spp2,1978,Daphnia2 spp.,171.446,weekly,washington,aquatic
1876,HMK037,194,herbivory,spp2,1979,Daphnia2 spp.,155.331,weekly,washington,aquatic
1877,HMK037,194,herbivory,spp2,1980,Daphnia2 spp.,161.289,weekly,washington,aquatic
1878,HMK037,194,herbivory,spp2,1981,Daphnia2 spp.,146.033,weekly,washington,aquatic
1879,HMK037,194,herbivory,spp2,1982,Daphnia2 spp.,157.81,weekly,washington,aquatic
1880,HMK037,194,herbivory,spp2,1983,Daphnia2 spp.,136.736,weekly,washington,aquatic
1881,HMK037,194,herbivory,spp2,1984,Daphnia2 spp.,182.983,weekly,washington,aquatic
1882,HMK037,194,herbivory,spp2,1985,Daphnia2 spp.,134.876,weekly,washington,aquatic
1883,HMK037,194,herbivory,spp2,1986,Daphnia2 spp.,146.033,weekly,washington,aquatic
1884,HMK037,194,herbivory,spp2,1987,Daphnia2 spp.,137.975,weekly,washington,aquatic
1885,HMK037,194,herbivory,spp2,1988,Daphnia2 spp.,138.975,weekly,washington,aquatic
1886,HMK037,194,herbivory,spp2,1989,Daphnia2 spp.,156.57,weekly,washington,aquatic
1887,HMK037,194,herbivory,spp2,1990,Daphnia2 spp.,162.769,weekly,washington,aquatic
1888,HMK037,194,herbivory,spp2,1991,Daphnia2 spp.,180.744,weekly,washington,aquatic
1889,HMK037,194,herbivory,spp2,1992,Daphnia2 spp.,133.397,weekly,washington,aquatic
1890,HMK037,194,herbivory,spp2,1993,Daphnia2 spp.,156.57,weekly,washington,aquatic
1891,HMK037,194,herbivory,spp2,1994,Daphnia2 spp.,136.116,weekly,washington,aquatic
1892,HMK037,194,herbivory,spp2,1995,Daphnia2 spp.,150.372,weekly,washington,aquatic
1893,HMK037,194,herbivory,spp2,1996,Daphnia2 spp.,168.107,weekly,washington,aquatic
1894,HMK037,194,herbivory,spp2,1997,Daphnia2 spp.,165.868,weekly,washington,aquatic
1895,HMK037,194,herbivory,spp2,1998,Daphnia2 spp.,124.339,weekly,washington,aquatic
1896,HMK037,194,herbivory,spp2,1999,Daphnia2 spp.,192.521,weekly,washington,aquatic
1897,HMK037,194,herbivory,spp2,2000,Daphnia2 spp.,163.149,weekly,washington,aquatic
1898,HMK037,194,herbivory,spp2,2001,Daphnia2 spp.,148.512,weekly,washington,aquatic
1899,HMK037,194,herbivory,spp2,2002,Daphnia2 spp.,156.57,weekly,washington,aquatic
1900,HMK037,195,herbivory,spp2,1963,Keratella2 cochlearis,148.636,weekly,washington,aquatic
1901,HMK037,195,herbivory,spp2,1964,Keratella2 cochlearis,156.455,weekly,washington,aquatic
1902,HMK037,195,herbivory,spp2,1965,Keratella2 cochlearis,145.909,weekly,washington,aquatic
1903,HMK037,195,herbivory,spp2,1966,Keratella2 cochlearis,158.182,weekly,washington,aquatic
1904,HMK037,195,herbivory,spp2,1967,Keratella2 cochlearis,136.364,weekly,washington,aquatic
1905,HMK037,195,herbivory,spp2,1968,Keratella2 cochlearis,135.318,weekly,washington,aquatic
1906,HMK037,195,herbivory,spp2,1969,Keratella2 cochlearis,140.455,weekly,washington,aquatic
1907,HMK037,195,herbivory,spp2,1970,Keratella2 cochlearis,167.045,weekly,washington,aquatic
1908,HMK037,195,herbivory,spp2,1971,Keratella2 cochlearis,129.545,weekly,washington,aquatic
1909,HMK037,195,herbivory,spp2,1972,Keratella2 cochlearis,138.045,weekly,washington,aquatic
1910,HMK037,195,herbivory,spp2,1973,Keratella2 cochlearis,106.364,weekly,washington,aquatic
1911,HMK037,195,herbivory,spp2,1974,Keratella2 cochlearis,128.864,weekly,washington,aquatic
1912,HMK037,195,herbivory,spp2,1975,Keratella2 cochlearis,141.818,weekly,washington,aquatic
1913,HMK037,195,herbivory,spp2,1976,Keratella2 cochlearis,141.136,weekly,washington,aquatic
1914,HMK037,195,herbivory,spp2,1977,Keratella2 cochlearis,117.273,weekly,washington,aquatic
1915,HMK037,195,herbivory,spp2,1978,Keratella2 cochlearis,99.5455,weekly,washington,aquatic
1916,HMK037,195,herbivory,spp2,1979,Keratella2 cochlearis,113.864,weekly,washington,aquatic
1917,HMK037,195,herbivory,spp2,1981,Keratella2 cochlearis,139.773,weekly,washington,aquatic
1918,HMK037,195,herbivory,spp2,1982,Keratella2 cochlearis,145.227,weekly,washington,aquatic
1919,HMK037,195,herbivory,spp2,1983,Keratella2 cochlearis,128.864,weekly,washington,aquatic
1920,HMK037,195,herbivory,spp2,1984,Keratella2 cochlearis,127.818,weekly,washington,aquatic
1921,HMK037,195,herbivory,spp2,1985,Keratella2 cochlearis,128.182,weekly,washington,aquatic
1922,HMK037,195,herbivory,spp2,1986,Keratella2 cochlearis,132.273,weekly,washington,aquatic
1923,HMK037,195,herbivory,spp2,1987,Keratella2 cochlearis,109.091,weekly,washington,aquatic
1924,HMK037,195,herbivory,spp2,1988,Keratella2 cochlearis,123.045,weekly,washington,aquatic
1925,HMK037,195,herbivory,spp2,1989,Keratella2 cochlearis,145.227,weekly,washington,aquatic
1926,HMK037,195,herbivory,spp2,1990,Keratella2 cochlearis,134.318,weekly,washington,aquatic
1927,HMK037,195,herbivory,spp2,1991,Keratella2 cochlearis,139.773,weekly,washington,aquatic
1928,HMK037,195,herbivory,spp2,1992,Keratella2 cochlearis,96.4545,weekly,washington,aquatic
1929,HMK037,195,herbivory,spp2,1993,Keratella2 cochlearis,122.045,weekly,washington,aquatic
1930,HMK037,195,herbivory,spp2,1994,Keratella2 cochlearis,129.545,weekly,washington,aquatic
1931,HMK037,195,herbivory,spp2,1995,Keratella2 cochlearis,128.864,weekly,washington,aquatic
1932,HMK037,196,herbivory,spp2,1964,Leptodiaptomus ashlandi,155.643,weekly,washington,aquatic
1933,HMK037,196,herbivory,spp2,1965,Leptodiaptomus ashlandi,125.179,weekly,washington,aquatic
1934,HMK037,196,herbivory,spp2,1966,Leptodiaptomus ashlandi,136.786,weekly,washington,aquatic
1935,HMK037,196,herbivory,spp2,1967,Leptodiaptomus ashlandi,123.393,weekly,washington,aquatic
1936,HMK037,196,herbivory,spp2,1968,Leptodiaptomus ashlandi,122.607,weekly,washington,aquatic
1937,HMK037,196,herbivory,spp2,1969,Leptodiaptomus ashlandi,140.357,weekly,washington,aquatic
1938,HMK037,196,herbivory,spp2,1970,Leptodiaptomus ashlandi,119.821,weekly,washington,aquatic
1939,HMK037,196,herbivory,spp2,1971,Leptodiaptomus ashlandi,126.071,weekly,washington,aquatic
1940,HMK037,196,herbivory,spp2,1972,Leptodiaptomus ashlandi,131.536,weekly,washington,aquatic
1941,HMK037,196,herbivory,spp2,1973,Leptodiaptomus ashlandi,130.536,weekly,washington,aquatic
1942,HMK037,196,herbivory,spp2,1974,Leptodiaptomus ashlandi,121.607,weekly,washington,aquatic
1943,HMK037,196,herbivory,spp2,1975,Leptodiaptomus ashlandi,118.929,weekly,washington,aquatic
1944,HMK037,196,herbivory,spp2,1976,Leptodiaptomus ashlandi,126.179,weekly,washington,aquatic
1945,HMK037,196,herbivory,spp2,1977,Leptodiaptomus ashlandi,116.25,weekly,washington,aquatic
1946,HMK037,196,herbivory,spp2,1978,Leptodiaptomus ashlandi,122.5,weekly,washington,aquatic
1947,HMK037,196,herbivory,spp2,1979,Leptodiaptomus ashlandi,108.214,weekly,washington,aquatic
1948,HMK037,196,herbivory,spp2,1980,Leptodiaptomus ashlandi,120.821,weekly,washington,aquatic
1949,HMK037,196,herbivory,spp2,1981,Leptodiaptomus ashlandi,125.179,weekly,washington,aquatic
1950,HMK037,196,herbivory,spp2,1982,Leptodiaptomus ashlandi,158.214,weekly,washington,aquatic
1951,HMK037,196,herbivory,spp2,1983,Leptodiaptomus ashlandi,136.786,weekly,washington,aquatic
1952,HMK037,196,herbivory,spp2,1984,Leptodiaptomus ashlandi,113.679,weekly,washington,aquatic
1953,HMK037,196,herbivory,spp2,1985,Leptodiaptomus ashlandi,97.5,weekly,washington,aquatic
1954,HMK037,196,herbivory,spp2,1986,Leptodiaptomus ashlandi,146.607,weekly,washington,aquatic
1955,HMK037,196,herbivory,spp2,1987,Leptodiaptomus ashlandi,67.1429,weekly,washington,aquatic
1956,HMK037,196,herbivory,spp2,1988,Leptodiaptomus ashlandi,109.214,weekly,washington,aquatic
1957,HMK037,196,herbivory,spp2,1989,Leptodiaptomus ashlandi,93.9286,weekly,washington,aquatic
1958,HMK037,196,herbivory,spp2,1990,Leptodiaptomus ashlandi,91.25,weekly,washington,aquatic
1959,HMK037,196,herbivory,spp2,1991,Leptodiaptomus ashlandi,139.464,weekly,washington,aquatic
1960,HMK037,196,herbivory,spp2,1992,Leptodiaptomus ashlandi,125.286,weekly,washington,aquatic
1961,HMK037,196,herbivory,spp2,1993,Leptodiaptomus ashlandi,108.214,weekly,washington,aquatic
1962,HMK037,196,herbivory,spp2,1994,Leptodiaptomus ashlandi,135.893,weekly,washington,aquatic
1963,HMK037,196,herbivory,spp2,1996,Leptodiaptomus ashlandi,133.321,weekly,washington,aquatic
1964,HMK037,196,herbivory,spp2,1997,Leptodiaptomus ashlandi,153.75,weekly,washington,aquatic
1965,HMK037,196,herbivory,spp2,1998,Leptodiaptomus ashlandi,95.7143,weekly,washington,aquatic
1966,HMK037,196,herbivory,spp2,1999,Leptodiaptomus ashlandi,138.571,weekly,washington,aquatic
1967,HMK037,196,herbivory,spp2,2000,Leptodiaptomus ashlandi,106.536,weekly,washington,aquatic
1968,HMK037,196,herbivory,spp2,2002,Leptodiaptomus ashlandi,156.429,weekly,washington,aquatic
1969,HMK038,197,predation,spp1,1980,Ficedula2 albicollis,138.636,daily,czech,terrestrial
1970,HMK038,197,predation,spp1,1981,Ficedula2 albicollis,134.773,daily,czech,terrestrial
1971,HMK038,197,predation,spp1,1982,Ficedula2 albicollis,138.182,daily,czech,terrestrial
1972,HMK038,197,predation,spp1,1983,Ficedula2 albicollis,127.955,daily,czech,terrestrial
1973,HMK038,197,predation,spp1,1984,Ficedula2 albicollis,136.364,daily,czech,terrestrial
1974,HMK038,197,predation,spp1,1985,Ficedula2 albicollis,132.955,daily,czech,terrestrial
1975,HMK038,197,predation,spp1,1986,Ficedula2 albicollis,131.364,daily,czech,terrestrial
1976,HMK038,197,predation,spp1,1987,Ficedula2 albicollis,134.091,daily,czech,terrestrial
1977,HMK038,197,predation,spp1,1988,Ficedula2 albicollis,130.909,daily,czech,terrestrial
1978,HMK038,197,predation,spp1,1989,Ficedula2 albicollis,130.227,daily,czech,terrestrial
1979,HMK038,197,predation,spp1,1990,Ficedula2 albicollis,132.955,daily,czech,terrestrial
1980,HMK038,197,predation,spp1,1991,Ficedula2 albicollis,134.773,daily,czech,terrestrial
1981,HMK038,197,predation,spp1,1992,Ficedula2 albicollis,130.682,daily,czech,terrestrial
1982,HMK038,197,predation,spp1,1993,Ficedula2 albicollis,126.364,daily,czech,terrestrial
1983,HMK038,197,predation,spp1,1994,Ficedula2 albicollis,125.227,daily,czech,terrestrial
1984,HMK038,197,predation,spp1,1995,Ficedula2 albicollis,130.227,daily,czech,terrestrial
1985,HMK038,197,predation,spp1,1996,Ficedula2 albicollis,129.545,daily,czech,terrestrial
1986,HMK038,197,predation,spp1,1997,Ficedula2 albicollis,130.682,daily,czech,terrestrial
1987,HMK038,197,predation,spp1,1998,Ficedula2 albicollis,129.091,daily,czech,terrestrial
1988,HMK038,197,predation,spp1,1999,Ficedula2 albicollis,129.545,daily,czech,terrestrial
1989,HMK038,197,predation,spp1,2000,Ficedula2 albicollis,126.364,daily,czech,terrestrial
1990,HMK038,197,predation,spp1,2001,Ficedula2 albicollis,126.818,daily,czech,terrestrial
1991,HMK038,197,predation,spp1,2002,Ficedula2 albicollis,127.045,daily,czech,terrestrial
1992,HMK038,197,predation,spp1,2003,Ficedula2 albicollis,126.818,daily,czech,terrestrial
1993,HMK038,197,predation,spp1,2004,Ficedula2 albicollis,128.409,daily,czech,terrestrial
1994,HMK038,197,predation,spp1,2005,Ficedula2 albicollis,130.682,daily,czech,terrestrial
1995,HMK038,198,predation,spp1,1980,Parus caeruleus,119.318,daily,czech,terrestrial
1996,HMK038,198,predation,spp1,1981,Parus caeruleus,110,daily,czech,terrestrial
1997,HMK038,198,predation,spp1,1982,Parus caeruleus,122.273,daily,czech,terrestrial
1998,HMK038,198,predation,spp1,1983,Parus caeruleus,117.045,daily,czech,terrestrial
1999,HMK038,198,predation,spp1,1984,Parus caeruleus,117.273,daily,czech,terrestrial
2000,HMK038,198,predation,spp1,1985,Parus caeruleus,112.273,daily,czech,terrestrial
2001,HMK038,198,predation,spp1,1986,Parus caeruleus,116.818,daily,czech,terrestrial
2002,HMK038,198,predation,spp1,1987,Parus caeruleus,117.273,daily,czech,terrestrial
2003,HMK038,198,predation,spp1,1988,Parus caeruleus,115,daily,czech,terrestrial
2004,HMK038,198,predation,spp1,1989,Parus caeruleus,109.773,daily,czech,terrestrial
2005,HMK038,198,predation,spp1,1990,Parus caeruleus,106.136,daily,czech,terrestrial
2006,HMK038,198,predation,spp1,1991,Parus caeruleus,110,daily,czech,terrestrial
2007,HMK038,198,predation,spp1,1992,Parus caeruleus,111.818,daily,czech,terrestrial
2008,HMK038,198,predation,spp1,1993,Parus caeruleus,116.591,daily,czech,terrestrial
2009,HMK038,198,predation,spp1,1994,Parus caeruleus,110.455,daily,czech,terrestrial
2010,HMK038,198,predation,spp1,1995,Parus caeruleus,119.091,daily,czech,terrestrial
2011,HMK038,198,predation,spp1,1996,Parus caeruleus,119.091,daily,czech,terrestrial
2012,HMK038,198,predation,spp1,1997,Parus caeruleus,118.182,daily,czech,terrestrial
2013,HMK038,198,predation,spp1,1998,Parus caeruleus,113.864,daily,czech,terrestrial
2014,HMK038,198,predation,spp1,1999,Parus caeruleus,107.273,daily,czech,terrestrial
2015,HMK038,198,predation,spp1,2000,Parus caeruleus,110.455,daily,czech,terrestrial
2016,HMK038,198,predation,spp1,2001,Parus caeruleus,115.227,daily,czech,terrestrial
2017,HMK038,198,predation,spp1,2002,Parus caeruleus,111.364,daily,czech,terrestrial
2018,HMK038,198,predation,spp1,2003,Parus caeruleus,116.364,daily,czech,terrestrial
2019,HMK038,198,predation,spp1,2004,Parus caeruleus,111.364,daily,czech,terrestrial
2020,HMK038,198,predation,spp1,2005,Parus caeruleus,109.773,daily,czech,terrestrial
2021,HMK038,199,predation,spp1,1980,Parus3 major,122.045,daily,czech,terrestrial
2022,HMK038,199,predation,spp1,1981,Parus3 major,110.455,daily,czech,terrestrial
2023,HMK038,199,predation,spp1,1982,Parus3 major,123.636,daily,czech,terrestrial
2024,HMK038,199,predation,spp1,1983,Parus3 major,113.636,daily,czech,terrestrial
2025,HMK038,199,predation,spp1,1984,Parus3 major,122.727,daily,czech,terrestrial
2026,HMK038,199,predation,spp1,1985,Parus3 major,117.5,daily,czech,terrestrial
2027,HMK038,199,predation,spp1,1986,Parus3 major,117.273,daily,czech,terrestrial
2028,HMK038,199,predation,spp1,1987,Parus3 major,115.909,daily,czech,terrestrial
2029,HMK038,199,predation,spp1,1988,Parus3 major,119.318,daily,czech,terrestrial
2030,HMK038,199,predation,spp1,1989,Parus3 major,112.273,daily,czech,terrestrial
2031,HMK038,199,predation,spp1,1990,Parus3 major,107.5,daily,czech,terrestrial
2032,HMK038,199,predation,spp1,1991,Parus3 major,118.182,daily,czech,terrestrial
2033,HMK038,199,predation,spp1,1992,Parus3 major,113.182,daily,czech,terrestrial
2034,HMK038,199,predation,spp1,1993,Parus3 major,118.182,daily,czech,terrestrial
2035,HMK038,199,predation,spp1,1994,Parus3 major,112.727,daily,czech,terrestrial
2036,HMK038,199,predation,spp1,1995,Parus3 major,119.091,daily,czech,terrestrial
2037,HMK038,199,predation,spp1,1996,Parus3 major,116.818,daily,czech,terrestrial
2038,HMK038,199,predation,spp1,1997,Parus3 major,122.045,daily,czech,terrestrial
2039,HMK038,199,predation,spp1,1998,Parus3 major,116.136,daily,czech,terrestrial
2040,HMK038,199,predation,spp1,1999,Parus3 major,107.955,daily,czech,terrestrial
2041,HMK038,199,predation,spp1,2000,Parus3 major,111.591,daily,czech,terrestrial
2042,HMK038,199,predation,spp1,2001,Parus3 major,117.955,daily,czech,terrestrial
2043,HMK038,199,predation,spp1,2002,Parus3 major,114.545,daily,czech,terrestrial
2044,HMK038,199,predation,spp1,2003,Parus3 major,117.955,daily,czech,terrestrial
2045,HMK038,199,predation,spp1,2004,Parus3 major,111.136,daily,czech,terrestrial
2046,HMK038,199,predation,spp1,2005,Parus3 major,110.227,daily,czech,terrestrial
2047,HMK038,200,predation,spp1,1980,Sitta europaea,108.409,daily,czech,terrestrial
2048,HMK038,200,predation,spp1,1981,Sitta europaea,102.5,daily,czech,terrestrial
2049,HMK038,200,predation,spp1,1982,Sitta europaea,112.5,daily,czech,terrestrial
2050,HMK038,200,predation,spp1,1983,Sitta europaea,102.955,daily,czech,terrestrial
2051,HMK038,200,predation,spp1,1984,Sitta europaea,112.045,daily,czech,terrestrial
2052,HMK038,200,predation,spp1,1985,Sitta europaea,107.5,daily,czech,terrestrial
2053,HMK038,200,predation,spp1,1986,Sitta europaea,108.636,daily,czech,terrestrial
2054,HMK038,200,predation,spp1,1987,Sitta europaea,104.773,daily,czech,terrestrial
2055,HMK038,200,predation,spp1,1988,Sitta europaea,108.409,daily,czech,terrestrial
2056,HMK038,200,predation,spp1,1989,Sitta europaea,106.818,daily,czech,terrestrial
2057,HMK038,200,predation,spp1,1990,Sitta europaea,101.818,daily,czech,terrestrial
2058,HMK038,200,predation,spp1,1991,Sitta europaea,109.318,daily,czech,terrestrial
2059,HMK038,200,predation,spp1,1992,Sitta europaea,104.318,daily,czech,terrestrial
2060,HMK038,200,predation,spp1,1993,Sitta europaea,107.955,daily,czech,terrestrial
2061,HMK038,200,predation,spp1,1994,Sitta europaea,105.909,daily,czech,terrestrial
2062,HMK038,200,predation,spp1,1995,Sitta europaea,111.364,daily,czech,terrestrial
2063,HMK038,200,predation,spp1,1996,Sitta europaea,109.545,daily,czech,terrestrial
2064,HMK038,200,predation,spp1,1997,Sitta europaea,114.091,daily,czech,terrestrial
2065,HMK038,200,predation,spp1,1998,Sitta europaea,103.409,daily,czech,terrestrial
2066,HMK038,200,predation,spp1,1999,Sitta europaea,101.591,daily,czech,terrestrial
2067,HMK038,200,predation,spp1,2000,Sitta europaea,103.409,daily,czech,terrestrial
2068,HMK038,200,predation,spp1,2001,Sitta europaea,106.136,daily,czech,terrestrial
2069,HMK038,200,predation,spp1,2002,Sitta europaea,102.273,daily,czech,terrestrial
2070,HMK038,200,predation,spp1,2003,Sitta europaea,115,daily,czech,terrestrial
2071,HMK038,200,predation,spp1,2004,Sitta europaea,100.682,daily,czech,terrestrial
2072,HMK038,200,predation,spp1,2005,Sitta europaea,104.318,daily,czech,terrestrial
2073,HMK038,197,predation,spp2,1980,Glis glis,158.314,daily,czech,terrestrial
2074,HMK038,197,predation,spp2,1981,Glis glis,160.831,daily,czech,terrestrial
2075,HMK038,197,predation,spp2,1982,Glis glis,137.909,daily,czech,terrestrial
2076,HMK038,197,predation,spp2,1983,Glis glis,145.28,daily,czech,terrestrial
2077,HMK038,197,predation,spp2,1984,Glis glis,148.299,daily,czech,terrestrial
2078,HMK038,197,predation,spp2,1985,Glis glis,151.988,daily,czech,terrestrial
2079,HMK038,197,predation,spp2,1986,Glis glis,146.806,daily,czech,terrestrial
2080,HMK038,197,predation,spp2,1987,Glis glis,150.662,daily,czech,terrestrial
2081,HMK038,197,predation,spp2,1988,Glis glis,141.129,daily,czech,terrestrial
2082,HMK038,197,predation,spp2,1989,Glis glis,151.177,daily,czech,terrestrial
2083,HMK038,197,predation,spp2,1990,Glis glis,145.829,daily,czech,terrestrial
2084,HMK038,197,predation,spp2,1991,Glis glis,152.697,daily,czech,terrestrial
2085,HMK038,197,predation,spp2,1992,Glis glis,145.507,daily,czech,terrestrial
2086,HMK038,197,predation,spp2,1993,Glis glis,138.485,daily,czech,terrestrial
2087,HMK038,197,predation,spp2,1994,Glis glis,144.852,daily,czech,terrestrial
2088,HMK038,197,predation,spp2,1995,Glis glis,149.544,daily,czech,terrestrial
2089,HMK038,197,predation,spp2,1996,Glis glis,153.401,daily,czech,terrestrial
2090,HMK038,197,predation,spp2,1997,Glis glis,140.017,daily,czech,terrestrial
2091,HMK038,197,predation,spp2,1998,Glis glis,140.861,daily,czech,terrestrial
2092,HMK038,197,predation,spp2,1999,Glis glis,136.349,daily,czech,terrestrial
2093,HMK038,197,predation,spp2,2000,Glis glis,142.716,daily,czech,terrestrial
2094,HMK038,197,predation,spp2,2001,Glis glis,136.363,daily,czech,terrestrial
2095,HMK038,197,predation,spp2,2002,Glis glis,135.198,daily,czech,terrestrial
2096,HMK038,197,predation,spp2,2003,Glis glis,128.008,daily,czech,terrestrial
2097,HMK038,197,predation,spp2,2004,Glis glis,137.052,daily,czech,terrestrial
2098,HMK038,197,predation,spp2,2005,Glis glis,130.699,daily,czech,terrestrial
2099,HMK038,198,predation,spp2,1980,Glis glis,158.314,daily,czech,terrestrial
2100,HMK038,198,predation,spp2,1981,Glis glis,160.831,daily,czech,terrestrial
2101,HMK038,198,predation,spp2,1982,Glis glis,137.909,daily,czech,terrestrial
2102,HMK038,198,predation,spp2,1983,Glis glis,145.28,daily,czech,terrestrial
2103,HMK038,198,predation,spp2,1984,Glis glis,148.299,daily,czech,terrestrial
2104,HMK038,198,predation,spp2,1985,Glis glis,151.988,daily,czech,terrestrial
2105,HMK038,198,predation,spp2,1986,Glis glis,146.806,daily,czech,terrestrial
2106,HMK038,198,predation,spp2,1987,Glis glis,150.662,daily,czech,terrestrial
2107,HMK038,198,predation,spp2,1988,Glis glis,141.129,daily,czech,terrestrial
2108,HMK038,198,predation,spp2,1989,Glis glis,151.177,daily,czech,terrestrial
2109,HMK038,198,predation,spp2,1990,Glis glis,145.829,daily,czech,terrestrial
2110,HMK038,198,predation,spp2,1991,Glis glis,152.697,daily,czech,terrestrial
2111,HMK038,198,predation,spp2,1992,Glis glis,145.507,daily,czech,terrestrial
2112,HMK038,198,predation,spp2,1993,Glis glis,138.485,daily,czech,terrestrial
2113,HMK038,198,predation,spp2,1994,Glis glis,144.852,daily,czech,terrestrial
2114,HMK038,198,predation,spp2,1995,Glis glis,149.544,daily,czech,terrestrial
2115,HMK038,198,predation,spp2,1996,Glis glis,153.401,daily,czech,terrestrial
2116,HMK038,198,predation,spp2,1997,Glis glis,140.017,daily,czech,terrestrial
2117,HMK038,198,predation,spp2,1998,Glis glis,140.861,daily,czech,terrestrial
2118,HMK038,198,predation,spp2,1999,Glis glis,136.349,daily,czech,terrestrial
2119,HMK038,198,predation,spp2,2000,Glis glis,142.716,daily,czech,terrestrial
2120,HMK038,198,predation,spp2,2001,Glis glis,136.363,daily,czech,terrestrial
2121,HMK038,198,predation,spp2,2002,Glis glis,135.198,daily,czech,terrestrial
2122,HMK038,198,predation,spp2,2003,Glis glis,128.008,daily,czech,terrestrial
2123,HMK038,198,predation,spp2,2004,Glis glis,137.052,daily,czech,terrestrial
2124,HMK038,198,predation,spp2,2005,Glis glis,130.699,daily,czech,terrestrial
2125,HMK038,199,predation,spp2,1980,Glis glis,158.314,daily,czech,terrestrial
2126,HMK038,199,predation,spp2,1981,Glis glis,160.831,daily,czech,terrestrial
2127,HMK038,199,predation,spp2,1982,Glis glis,137.909,daily,czech,terrestrial
2128,HMK038,199,predation,spp2,1983,Glis glis,145.28,daily,czech,terrestrial
2129,HMK038,199,predation,spp2,1984,Glis glis,148.299,daily,czech,terrestrial
2130,HMK038,199,predation,spp2,1985,Glis glis,151.988,daily,czech,terrestrial
2131,HMK038,199,predation,spp2,1986,Glis glis,146.806,daily,czech,terrestrial
2132,HMK038,199,predation,spp2,1987,Glis glis,150.662,daily,czech,terrestrial
2133,HMK038,199,predation,spp2,1988,Glis glis,141.129,daily,czech,terrestrial
2134,HMK038,199,predation,spp2,1989,Glis glis,151.177,daily,czech,terrestrial
2135,HMK038,199,predation,spp2,1990,Glis glis,145.829,daily,czech,terrestrial
2136,HMK038,199,predation,spp2,1991,Glis glis,152.697,daily,czech,terrestrial
2137,HMK038,199,predation,spp2,1992,Glis glis,145.507,daily,czech,terrestrial
