studyid,intid,X,year,spp1,spp2,interaction,taxatype,neg_phenovalue,neg_slope,pos_phenovalue,pos_slope,phenodiff,phenofreq,intxn,length,minyear
HMK032,189,938,1988,Asterionella spp.,Daphnia hyalina-galeata,herbivory,genus,118.9643,-0.401231081,126.2856,-0.248595959,-7.3213,weekly,Asterionella spp. Daphnia hyalina-galeata herbivory,26,1956
HMK032,189,939,1989,Asterionella spp.,Daphnia hyalina-galeata,herbivory,genus,133.315,-0.401231081,126.2912,-0.248595959,7.0238,weekly,Asterionella spp. Daphnia hyalina-galeata herbivory,26,1956
HMK032,189,940,1990,Asterionella spp.,Daphnia hyalina-galeata,herbivory,genus,126.147,-0.401231081,143.79715,-0.248595959,-17.65015,weekly,Asterionella spp. Daphnia hyalina-galeata herbivory,26,1956
HMK033,190,942,1992,Plant3 spp.,Syrphid spp.,pollination,genus,148.901,-0.142683459,161.093,0.104966192,-12.192,daily,Plant3 spp. Syrphid spp. pollination,19,1992
HMK033,190,943,1993,Plant3 spp.,Syrphid spp.,pollination,genus,170.207,-0.142683459,176.813,0.104966192,-6.606,daily,Plant3 spp. Syrphid spp. pollination,19,1992
HMK033,190,944,1994,Plant3 spp.,Syrphid spp.,pollination,genus,155.959,-0.142683459,159.518,0.104966192,-3.559,daily,Plant3 spp. Syrphid spp. pollination,19,1992
HMK033,190,945,1995,Plant3 spp.,Syrphid spp.,pollination,genus,204.697,-0.142683459,190.476,0.104966192,14.221,daily,Plant3 spp. Syrphid spp. pollination,19,1992
HMK033,190,946,1996,Plant3 spp.,Syrphid spp.,pollination,genus,158.957,-0.142683459,169.625,0.104966192,-10.668,daily,Plant3 spp. Syrphid spp. pollination,19,1992
HMK033,190,947,1997,Plant3 spp.,Syrphid spp.,pollination,genus,176.201,-0.142683459,179.252,0.104966192,-3.051,daily,Plant3 spp. Syrphid spp. pollination,19,1992
HMK033,190,948,1998,Plant3 spp.,Syrphid spp.,pollination,genus,163.985,-0.142683459,175.162,0.104966192,-11.177,daily,Plant3 spp. Syrphid spp. pollination,19,1992
HMK033,190,949,1999,Plant3 spp.,Syrphid spp.,pollination,genus,165.993,-0.142683459,170.056,0.104966192,-4.063,daily,Plant3 spp. Syrphid spp. pollination,19,1992
HMK033,190,950,2000,Plant3 spp.,Syrphid spp.,pollination,genus,148.189,-0.142683459,154.286,0.104966192,-6.097,daily,Plant3 spp. Syrphid spp. pollination,19,1992
HMK033,190,951,2001,Plant3 spp.,Syrphid spp.,pollination,genus,150.703,-0.142683459,167.465,0.104966192,-16.762,daily,Plant3 spp. Syrphid spp. pollination,19,1992
HMK033,190,953,2003,Plant3 spp.,Syrphid spp.,pollination,genus,167.922,-0.142683459,168.94,0.104966192,-1.018,daily,Plant3 spp. Syrphid spp. pollination,19,1992
HMK033,190,954,2004,Plant3 spp.,Syrphid spp.,pollination,genus,172.975,-0.142683459,149.613,0.104966192,23.362,daily,Plant3 spp. Syrphid spp. pollination,19,1992
HMK033,190,955,2005,Plant3 spp.,Syrphid spp.,pollination,genus,174.475,-0.142683459,169.905,0.104966192,4.57,daily,Plant3 spp. Syrphid spp. pollination,19,1992
HMK033,190,956,2006,Plant3 spp.,Syrphid spp.,pollination,genus,149.56,-0.142683459,176.99,0.104966192,-27.43,daily,Plant3 spp. Syrphid spp. pollination,19,1992
HMK033,190,957,2007,Plant3 spp.,Syrphid spp.,pollination,genus,137.343,-0.142683459,150.045,0.104966192,-12.702,daily,Plant3 spp. Syrphid spp. pollination,19,1992
HMK033,190,958,2008,Plant3 spp.,Syrphid spp.,pollination,genus,175.922,-0.142683459,184.05,0.104966192,-8.128,daily,Plant3 spp. Syrphid spp. pollination,19,1992
HMK033,190,959,2009,Plant3 spp.,Syrphid spp.,pollination,genus,154.056,-0.142683459,161.167,0.104966192,-7.111,daily,Plant3 spp. Syrphid spp. pollination,19,1992
HMK033,190,960,2010,Plant3 spp.,Syrphid spp.,pollination,genus,158.6,-0.142683459,194.132,0.104966192,-35.532,daily,Plant3 spp. Syrphid spp. pollination,19,1992
HMK033,190,961,2011,Plant3 spp.,Syrphid spp.,pollination,genus,187.527,-0.142683459,173.308,0.104966192,14.219,daily,Plant3 spp. Syrphid spp. pollination,19,1992
HMK034,191,963,1974,Phytoplankton2 spp.,Cyclops vicinus,herbivory,genus,117.931,-0.451139031,127.7585,-0.4826625,-9.8275,daily,Phytoplankton2 spp. Cyclops vicinus herbivory,14,1974
HMK034,191,964,1975,Phytoplankton2 spp.,Cyclops vicinus,herbivory,genus,100.345,-0.451139031,141.724,-0.4826625,-41.379,daily,Phytoplankton2 spp. Cyclops vicinus herbivory,14,1974
HMK034,191,966,1977,Phytoplankton2 spp.,Cyclops vicinus,herbivory,genus,106.5515,-0.451139031,131.379,-0.4826625,-24.8275,daily,Phytoplankton2 spp. Cyclops vicinus herbivory,14,1974
HMK034,191,967,1978,Phytoplankton2 spp.,Cyclops vicinus,herbivory,genus,114.828,-0.451139031,144.828,-0.4826625,-30,daily,Phytoplankton2 spp. Cyclops vicinus herbivory,14,1974
HMK034,191,968,1980,Phytoplankton2 spp.,Cyclops vicinus,herbivory,genus,108.621,-0.451139031,136.552,-0.4826625,-27.931,daily,Phytoplankton2 spp. Cyclops vicinus herbivory,14,1974
HMK034,191,969,1981,Phytoplankton2 spp.,Cyclops vicinus,herbivory,genus,95.1724,-0.451139031,127.241,-0.4826625,-32.0686,daily,Phytoplankton2 spp. Cyclops vicinus herbivory,14,1974
HMK034,191,971,1983,Phytoplankton2 spp.,Cyclops vicinus,herbivory,genus,102.414,-0.451139031,133.448,-0.4826625,-31.034,daily,Phytoplankton2 spp. Cyclops vicinus herbivory,14,1974
HMK034,191,972,1984,Phytoplankton2 spp.,Cyclops vicinus,herbivory,genus,121.034,-0.451139031,176.897,-0.4826625,-55.863,daily,Phytoplankton2 spp. Cyclops vicinus herbivory,14,1974
HMK034,191,973,1986,Phytoplankton2 spp.,Cyclops vicinus,herbivory,genus,116.897,-0.451139031,137.586,-0.4826625,-20.689,daily,Phytoplankton2 spp. Cyclops vicinus herbivory,14,1974
HMK034,191,974,1988,Phytoplankton2 spp.,Cyclops vicinus,herbivory,genus,93.1034,-0.451139031,125.172,-0.4826625,-32.0686,daily,Phytoplankton2 spp. Cyclops vicinus herbivory,14,1974
HMK034,191,976,1991,Phytoplankton2 spp.,Cyclops vicinus,herbivory,genus,92.069,-0.451139031,112.759,-0.4826625,-20.69,daily,Phytoplankton2 spp. Cyclops vicinus herbivory,14,1974
HMK034,191,977,1992,Phytoplankton2 spp.,Cyclops vicinus,herbivory,genus,101.379,-0.451139031,131.379,-0.4826625,-30,daily,Phytoplankton2 spp. Cyclops vicinus herbivory,14,1974
HMK034,191,978,1993,Phytoplankton2 spp.,Cyclops vicinus,herbivory,genus,88.9655,-0.451139031,117.931,-0.4826625,-28.9655,daily,Phytoplankton2 spp. Cyclops vicinus herbivory,14,1974
HMK034,191,979,1994,Phytoplankton2 spp.,Cyclops vicinus,herbivory,genus,87.931,-0.451139031,129.31,-0.4826625,-41.379,daily,Phytoplankton2 spp. Cyclops vicinus herbivory,14,1974
HMK035,192,980,1951,Acartia hudsonica,Mnemiopsis2 leidyi,predation,spp,225.074,-0.635875616,217.44,-1.193837204,7.634,daily,Acartia hudsonica Mnemiopsis2 leidyi predation,8,1951
HMK035,192,982,1973,Acartia hudsonica,Mnemiopsis2 leidyi,predation,spp,210.966,-0.635875616,194.85,-1.193837204,16.116,daily,Acartia hudsonica Mnemiopsis2 leidyi predation,8,1951
HMK035,192,983,1976,Acartia hudsonica,Mnemiopsis2 leidyi,predation,spp,192.231,-0.635875616,207.656,-1.193837204,-15.425,daily,Acartia hudsonica Mnemiopsis2 leidyi predation,8,1951
HMK035,192,986,2000,Acartia hudsonica,Mnemiopsis2 leidyi,predation,spp,185.721,-0.635875616,175.688,-1.193837204,10.033,daily,Acartia hudsonica Mnemiopsis2 leidyi predation,8,1951
HMK035,192,987,2001,Acartia hudsonica,Mnemiopsis2 leidyi,predation,spp,184.835,-0.635875616,171.263,-1.193837204,13.572,daily,Acartia hudsonica Mnemiopsis2 leidyi predation,8,1951
HMK035,192,988,2002,Acartia hudsonica,Mnemiopsis2 leidyi,predation,spp,169.546,-0.635875616,138.1635,-1.193837204,31.3825,daily,Acartia hudsonica Mnemiopsis2 leidyi predation,8,1951
HMK035,192,989,2003,Acartia hudsonica,Mnemiopsis2 leidyi,predation,spp,196.668,-0.635875616,164.859,-1.193837204,31.809,daily,Acartia hudsonica Mnemiopsis2 leidyi predation,8,1951
HMK035,192,990,2004,Acartia hudsonica,Mnemiopsis2 leidyi,predation,spp,183.075,-0.635875616,158.628,-1.193837204,24.447,daily,Acartia hudsonica Mnemiopsis2 leidyi predation,8,1951
HMK036,193,991,1975,Diatom3 spp.,Copepod1 spp.,herbivory,genus,43.9024,-0.159716734,125.5891,-0.76956723,-81.6867,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,992,1976,Diatom3 spp.,Copepod1 spp.,herbivory,genus,66.3415,-0.159716734,118.188,-0.76956723,-51.8465,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,993,1977,Diatom3 spp.,Copepod1 spp.,herbivory,genus,60.9756,-0.159716734,132.5079,-0.76956723,-71.5323,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,994,1978,Diatom3 spp.,Copepod1 spp.,herbivory,genus,53.1707,-0.159716734,111.8684,-0.76956723,-58.6977,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,995,1979,Diatom3 spp.,Copepod1 spp.,herbivory,genus,68.2927,-0.159716734,139.9566,-0.76956723,-71.6639,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,996,1980,Diatom3 spp.,Copepod1 spp.,herbivory,genus,81.9512,-0.159716734,104.4869,-0.76956723,-22.5357,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,997,1981,Diatom3 spp.,Copepod1 spp.,herbivory,genus,47.8049,-0.159716734,132.58,-0.76956723,-84.7751,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,998,1982,Diatom3 spp.,Copepod1 spp.,herbivory,genus,81.9512,-0.159716734,97.6353,-0.76956723,-15.6841,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,999,1983,Diatom3 spp.,Copepod1 spp.,herbivory,genus,75.6098,-0.159716734,118.8369,-0.76956723,-43.2271,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,1000,1984,Diatom3 spp.,Copepod1 spp.,herbivory,genus,44.878,-0.159716734,105.0868,-0.76956723,-60.2088,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,1001,1985,Diatom3 spp.,Copepod1 spp.,herbivory,genus,77.561,-0.159716734,125.7606,-0.76956723,-48.1996,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,1002,1986,Diatom3 spp.,Copepod1 spp.,herbivory,genus,55.6098,-0.159716734,153.3245,-0.76956723,-97.7147,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,1003,1987,Diatom3 spp.,Copepod1 spp.,herbivory,genus,67.3171,-0.159716734,133.2121,-0.76956723,-65.895,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,1004,1988,Diatom3 spp.,Copepod1 spp.,herbivory,genus,68.2927,-0.159716734,118.9342,-0.76956723,-50.6415,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,1005,1989,Diatom3 spp.,Copepod1 spp.,herbivory,genus,55.122,-0.159716734,126.3626,-0.76956723,-71.2406,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,1006,1990,Diatom3 spp.,Copepod1 spp.,herbivory,genus,62.9268,-0.159716734,98.3045,-0.76956723,-35.3777,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,1007,1991,Diatom3 spp.,Copepod1 spp.,herbivory,genus,69.7561,-0.159716734,112.0952,-0.76956723,-42.3391,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,1008,1992,Diatom3 spp.,Copepod1 spp.,herbivory,genus,58.0488,-0.159716734,90.923,-0.76956723,-32.8742,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,1009,1993,Diatom3 spp.,Copepod1 spp.,herbivory,genus,71.7073,-0.159716734,112.1295,-0.76956723,-40.4222,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,1010,1994,Diatom3 spp.,Copepod1 spp.,herbivory,genus,55.6098,-0.159716734,112.147,-0.76956723,-56.5372,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,1011,1995,Diatom3 spp.,Copepod1 spp.,herbivory,genus,51.2195,-0.159716734,104.7508,-0.76956723,-53.5313,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,1012,1996,Diatom3 spp.,Copepod1 spp.,herbivory,genus,84.3902,-0.159716734,132.8439,-0.76956723,-48.4537,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,1013,1997,Diatom3 spp.,Copepod1 spp.,herbivory,genus,65.8537,-0.159716734,91.0098,-0.76956723,-25.1561,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,1014,1998,Diatom3 spp.,Copepod1 spp.,herbivory,genus,50.2439,-0.159716734,105.3325,-0.76956723,-55.0886,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,1015,1999,Diatom3 spp.,Copepod1 spp.,herbivory,genus,69.2683,-0.159716734,112.2366,-0.76956723,-42.9683,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,1016,2000,Diatom3 spp.,Copepod1 spp.,herbivory,genus,58.5366,-0.159716734,105.3703,-0.76956723,-46.8337,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,1017,2001,Diatom3 spp.,Copepod1 spp.,herbivory,genus,74.6341,-0.159716734,126.042,-0.76956723,-51.4079,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,1018,2002,Diatom3 spp.,Copepod1 spp.,herbivory,genus,48.2927,-0.159716734,84.2107,-0.76956723,-35.918,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,1019,2003,Diatom3 spp.,Copepod1 spp.,herbivory,genus,61.4634,-0.159716734,104.8873,-0.76956723,-43.4239,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK036,193,1020,2004,Diatom3 spp.,Copepod1 spp.,herbivory,genus,61.4634,-0.159716734,105.4347,-0.76956723,-43.9713,weekly,Diatom3 spp. Copepod1 spp. herbivory,30,1975
HMK037,194,1035,1976,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,93.6458,-0.840239531,173.066,-0.13179304,-79.4202,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1036,1977,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,112.438,-0.840239531,164.008,-0.13179304,-51.57,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1037,1978,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,87.4375,-0.840239531,171.446,-0.13179304,-84.0085,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1038,1979,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,120.25,-0.840239531,155.331,-0.13179304,-35.081,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1039,1980,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,77.5,-0.840239531,161.289,-0.13179304,-83.789,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1040,1981,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,140.042,-0.840239531,146.033,-0.13179304,-5.991,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1041,1982,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,134.313,-0.840239531,157.81,-0.13179304,-23.497,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1042,1983,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,115.563,-0.840239531,136.736,-0.13179304,-21.173,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1043,1984,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,109.271,-0.840239531,182.983,-0.13179304,-73.712,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1044,1985,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,121.292,-0.840239531,134.876,-0.13179304,-13.584,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1045,1986,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,96.8125,-0.840239531,146.033,-0.13179304,-49.2205,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1046,1987,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,109.833,-0.840239531,137.975,-0.13179304,-28.142,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1047,1988,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,124.896,-0.840239531,138.975,-0.13179304,-14.079,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1048,1989,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,107.75,-0.840239531,156.57,-0.13179304,-48.82,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1049,1990,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,98.8958,-0.840239531,162.769,-0.13179304,-63.8732,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1050,1991,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,111.917,-0.840239531,180.744,-0.13179304,-68.827,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1051,1992,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,69.1667,-0.840239531,133.397,-0.13179304,-64.2303,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1052,1993,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,93.1667,-0.840239531,156.57,-0.13179304,-63.4033,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1053,1994,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,110.354,-0.840239531,136.116,-0.13179304,-25.762,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1054,1995,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,107.229,-0.840239531,150.372,-0.13179304,-43.143,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1055,1996,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,107.188,-0.840239531,168.107,-0.13179304,-60.919,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1056,1997,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,120.771,-0.840239531,165.868,-0.13179304,-45.097,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1057,1998,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,84.3125,-0.840239531,124.339,-0.13179304,-40.0265,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1058,1999,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,109.833,-0.840239531,192.521,-0.13179304,-82.688,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1059,2000,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,94.1667,-0.840239531,163.149,-0.13179304,-68.9823,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1060,2001,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,100.458,-0.840239531,148.512,-0.13179304,-48.054,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,194,1061,2002,Diatom4 spp.,Daphnia2 spp.,herbivory,genus,100.458,-0.840239531,156.57,-0.13179304,-56.112,weekly,Diatom4 spp. Daphnia2 spp. herbivory,27,1976
HMK037,195,1062,1963,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,133.271,-0.840239531,148.636,-0.683790782,-15.365,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1063,1964,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,125.938,-0.840239531,156.455,-0.683790782,-30.517,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1064,1965,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,124.938,-0.840239531,145.909,-0.683790782,-20.971,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1065,1966,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,129.625,-0.840239531,158.182,-0.683790782,-28.557,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1066,1967,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,129.104,-0.840239531,136.364,-0.683790782,-7.26,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1067,1968,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,136.354,-0.840239531,135.318,-0.683790782,1.036,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1068,1969,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,125.979,-0.840239531,140.455,-0.683790782,-14.476,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1069,1970,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,132.75,-0.840239531,167.045,-0.683790782,-34.295,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1070,1971,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,131.188,-0.840239531,129.545,-0.683790782,1.643,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1071,1972,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,125.417,-0.840239531,138.045,-0.683790782,-12.628,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1072,1973,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,105.667,-0.840239531,106.364,-0.683790782,-0.697,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1073,1974,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,132.229,-0.840239531,128.864,-0.683790782,3.365,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1074,1975,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,118.167,-0.840239531,141.818,-0.683790782,-23.651,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1075,1976,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,93.6458,-0.840239531,141.136,-0.683790782,-47.4902,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1076,1977,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,112.438,-0.840239531,117.273,-0.683790782,-4.835,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1077,1978,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,87.4375,-0.840239531,99.5455,-0.683790782,-12.108,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1078,1979,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,120.25,-0.840239531,113.864,-0.683790782,6.386,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1080,1981,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,140.042,-0.840239531,139.773,-0.683790782,0.269,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1081,1982,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,134.313,-0.840239531,145.227,-0.683790782,-10.914,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1082,1983,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,115.563,-0.840239531,128.864,-0.683790782,-13.301,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1083,1984,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,109.271,-0.840239531,127.818,-0.683790782,-18.547,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1084,1985,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,121.292,-0.840239531,128.182,-0.683790782,-6.89,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1085,1986,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,96.8125,-0.840239531,132.273,-0.683790782,-35.4605,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1086,1987,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,109.833,-0.840239531,109.091,-0.683790782,0.742,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1087,1988,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,124.896,-0.840239531,123.045,-0.683790782,1.851,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1088,1989,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,107.75,-0.840239531,145.227,-0.683790782,-37.477,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1089,1990,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,98.8958,-0.840239531,134.318,-0.683790782,-35.4222,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1090,1991,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,111.917,-0.840239531,139.773,-0.683790782,-27.856,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1091,1992,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,69.1667,-0.840239531,96.4545,-0.683790782,-27.2878,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1092,1993,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,93.1667,-0.840239531,122.045,-0.683790782,-28.8783,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1093,1994,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,110.354,-0.840239531,129.545,-0.683790782,-19.191,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,195,1094,1995,Diatom4 spp.,Keratella2 cochlearis,herbivory,genus,107.229,-0.840239531,128.864,-0.683790782,-21.635,weekly,Diatom4 spp. Keratella2 cochlearis herbivory,32,1963
HMK037,196,1103,1964,Diatom4 spp.,Leptodiaptomus ashlandi,herbivory,genus,125.938,-0.840239531,155.643,-0.21578084,-29.705,weekly,Diatom4 spp. Leptodiaptomus ashlandi herbivory,37,1964
HMK037,196,1104,1965,Diatom4 spp.,Leptodiaptomus ashlandi,herbivory,genus,124.938,-0.840239531,125.179,-0.21578084,-0.241,weekly,Diatom4 spp. Leptodiaptomus ashlandi herbivory,37,1964
HMK037,196,1105,1966,Diatom4 spp.,Leptodiaptomus ashlandi,herbivory,genus,129.625,-0.840239531,136.786,-0.21578084,-7.161,weekly,Diatom4 spp. Leptodiaptomus ashlandi herbivory,37,1964
